pop,sample,super_pop,gender,population_name
ESN,HG03099,AFR,female,esan
ESN,HG03198,AFR,female,esan
ESN,HG03199,AFR,male,esan
ESN,HG03202,AFR,male,esan
ESN,HG03366,AFR,female,esan
ESN,HG03367,AFR,male,esan
ESN,HG03369,AFR,female,esan
ESN,HG03303,AFR,female,esan
ESN,HG02971,AFR,male,esan
ESN,HG02953,AFR,male,esan
ESN,HG02968,AFR,male,esan
ESN,HG03195,AFR,female,esan
ESN,HG03518,AFR,male,esan
ESN,HG02973,AFR,male,esan
ESN,HG03121,AFR,female,esan
ESN,HG03517,AFR,female,esan
ESN,HG03129,AFR,female,esan
ESN,HG03520,AFR,female,esan
ESN,HG03521,AFR,male,esan
ESN,HG03127,AFR,male,esan
ESN,HG02970,AFR,female,esan
ESN,HG03343,AFR,male,esan
ESN,HG03267,AFR,female,esan
ESN,HG03268,AFR,male,esan
ESN,HG03291,AFR,female,esan
ESN,HG03354,AFR,female,esan
ESN,HG03351,AFR,female,esan
ESN,HG03280,AFR,male,esan
ESN,HG03105,AFR,female,esan
ESN,HG03270,AFR,female,esan
ESN,HG03363,AFR,female,esan
ESN,HG03103,AFR,male,esan
ESN,HG03111,AFR,female,esan
ESN,HG03352,AFR,male,esan
ESN,HG03271,AFR,male,esan
ESN,HG03279,AFR,female,esan
ESN,HG03120,AFR,male,esan
ESN,HG03118,AFR,male,esan
ESN,HG02922,AFR,female,esan
ESN,HG02923,AFR,male,esan
ESN,HG03100,AFR,male,esan
ESN,HG03114,AFR,female,esan
ESN,HG03370,AFR,male,esan
ESN,HG03115,AFR,male,esan
ESN,HG03117,AFR,female,esan
ESN,HG03515,AFR,male,esan
ESN,HG03514,AFR,female,esan
ESN,HG03112,AFR,male,esan
ESN,HG03499,AFR,female,esan
ESN,HG03511,AFR,female,esan
ESN,HG03372,AFR,female,esan
FIN,HG00181,EUR,male,finnish
FIN,HG00189,EUR,male,finnish
FIN,HG00190,EUR,male,finnish
FIN,HG00186,EUR,male,finnish
FIN,HG00171,EUR,female,finnish
FIN,HG00173,EUR,female,finnish
FIN,HG00174,EUR,female,finnish
FIN,HG00176,EUR,female,finnish
FIN,HG00177,EUR,female,finnish
FIN,HG00178,EUR,female,finnish
FIN,HG00179,EUR,female,finnish
FIN,HG00180,EUR,female,finnish
FIN,HG00182,EUR,male,finnish
FIN,HG00183,EUR,male,finnish
FIN,HG00185,EUR,male,finnish
FIN,HG00269,EUR,female,finnish
FIN,HG00271,EUR,male,finnish
FIN,HG00272,EUR,female,finnish
FIN,HG00188,EUR,male,finnish
FIN,HG00274,EUR,female,finnish
FIN,HG00275,EUR,female,finnish
FIN,HG00276,EUR,female,finnish
FIN,HG00277,EUR,male,finnish
FIN,HG00278,EUR,male,finnish
FIN,HG00280,EUR,male,finnish
FIN,HG00266,EUR,female,finnish
FIN,HG00267,EUR,male,finnish
FIN,HG00268,EUR,female,finnish
FIN,HG00285,EUR,female,finnish
FIN,HG00288,EUR,female,finnish
FIN,HG00290,EUR,male,finnish
FIN,HG00304,EUR,female,finnish
FIN,HG00306,EUR,female,finnish
FIN,HG00308,EUR,male,finnish
FIN,HG00309,EUR,female,finnish
FIN,HG00310,EUR,male,finnish
FIN,HG00311,EUR,male,finnish
FIN,HG00313,EUR,female,finnish
FIN,HG00281,EUR,female,finnish
FIN,HG00282,EUR,female,finnish
FIN,HG00284,EUR,male,finnish
FIN,HG00320,EUR,female,finnish
FIN,HG00321,EUR,male,finnish
FIN,HG00323,EUR,female,finnish
FIN,HG00324,EUR,female,finnish
FIN,HG00325,EUR,male,finnish
FIN,HG00326,EUR,female,finnish
FIN,HG00327,EUR,female,finnish
FIN,HG00328,EUR,female,finnish
FIN,HG00329,EUR,male,finnish
FIN,HG00330,EUR,female,finnish
FIN,HG00331,EUR,female,finnish
FIN,HG00332,EUR,female,finnish
FIN,HG00334,EUR,female,finnish
FIN,HG00335,EUR,male,finnish
FIN,HG00336,EUR,male,finnish
FIN,HG00337,EUR,female,finnish
FIN,HG00338,EUR,male,finnish
FIN,HG00339,EUR,female,finnish
FIN,HG00341,EUR,male,finnish
FIN,HG00342,EUR,male,finnish
FIN,HG00343,EUR,female,finnish
FIN,HG00344,EUR,female,finnish
FIN,HG00345,EUR,male,finnish
FIN,HG00346,EUR,female,finnish
FIN,HG00349,EUR,female,finnish
FIN,HG00350,EUR,female,finnish
FIN,HG00351,EUR,male,finnish
FIN,HG00353,EUR,female,finnish
FIN,HG00355,EUR,female,finnish
FIN,HG00356,EUR,female,finnish
FIN,HG00357,EUR,female,finnish
FIN,HG00358,EUR,male,finnish
FIN,HG00360,EUR,male,finnish
FIN,HG00361,EUR,female,finnish
FIN,HG00362,EUR,female,finnish
FIN,HG00364,EUR,female,finnish
FIN,HG00365,EUR,female,finnish
FIN,HG00366,EUR,male,finnish
FIN,HG00367,EUR,female,finnish
FIN,HG00368,EUR,female,finnish
FIN,HG00369,EUR,male,finnish
FIN,HG00371,EUR,male,finnish
FIN,HG00372,EUR,male,finnish
FIN,HG00373,EUR,female,finnish
FIN,HG00375,EUR,male,finnish
FIN,HG00376,EUR,female,finnish
FIN,HG00378,EUR,female,finnish
FIN,HG00379,EUR,female,finnish
FIN,HG00380,EUR,female,finnish
FIN,HG00381,EUR,female,finnish
FIN,HG00382,EUR,male,finnish
FIN,HG00383,EUR,female,finnish
FIN,HG00384,EUR,female,finnish
FIN,HG00318,EUR,female,finnish
FIN,HG00319,EUR,female,finnish
FIN,HG00273,EUR,male,finnish
FIN,HG00315,EUR,female,finnish
FIN,HG00187,EUR,male,finnish
GBR,HG00096,EUR,male,british
GBR,HG00097,EUR,female,british
GBR,HG00099,EUR,female,british
GBR,HG00100,EUR,female,british
GBR,HG00101,EUR,male,british
GBR,HG00102,EUR,female,british
GBR,HG00103,EUR,male,british
GBR,HG00105,EUR,male,british
GBR,HG00106,EUR,female,british
GBR,HG00107,EUR,male,british
GBR,HG00108,EUR,male,british
GBR,HG00109,EUR,male,british
GBR,HG00110,EUR,female,british
GBR,HG00111,EUR,female,british
GBR,HG00112,EUR,male,british
GBR,HG00113,EUR,male,british
GBR,HG00114,EUR,male,british
GBR,HG00115,EUR,male,british
GBR,HG00116,EUR,male,british
GBR,HG00117,EUR,male,british
GBR,HG00118,EUR,female,british
GBR,HG00119,EUR,male,british
GBR,HG00120,EUR,female,british
GBR,HG00121,EUR,female,british
GBR,HG00122,EUR,female,british
GBR,HG00123,EUR,female,british
GBR,HG00125,EUR,female,british
GBR,HG00126,EUR,male,british
GBR,HG00127,EUR,female,british
GBR,HG00128,EUR,female,british
GBR,HG00129,EUR,male,british
GBR,HG00130,EUR,female,british
GBR,HG00131,EUR,male,british
GBR,HG00132,EUR,female,british
GBR,HG00133,EUR,female,british
GBR,HG00136,EUR,male,british
GBR,HG00137,EUR,female,british
GBR,HG00138,EUR,male,british
GBR,HG00139,EUR,male,british
GBR,HG00140,EUR,male,british
GBR,HG00141,EUR,male,british
GBR,HG00142,EUR,male,british
GBR,HG00143,EUR,male,british
GBR,HG00145,EUR,male,british
GBR,HG00146,EUR,female,british
GBR,HG00148,EUR,male,british
GBR,HG00149,EUR,male,british
GBR,HG00150,EUR,female,british
GBR,HG00151,EUR,male,british
GBR,HG00154,EUR,female,british
GBR,HG00155,EUR,male,british
GBR,HG00157,EUR,male,british
GBR,HG00158,EUR,female,british
GBR,HG00159,EUR,male,british
GBR,HG00160,EUR,male,british
GBR,HG00258,EUR,female,british
GBR,HG00259,EUR,female,british
GBR,HG00260,EUR,male,british
GBR,HG00261,EUR,female,british
GBR,HG00262,EUR,female,british
GBR,HG00263,EUR,female,british
GBR,HG00264,EUR,male,british
GBR,HG00265,EUR,male,british
GBR,HG00235,EUR,female,british
GBR,HG00236,EUR,female,british
GBR,HG00237,EUR,female,british
GBR,HG00238,EUR,female,british
GBR,HG00239,EUR,female,british
GBR,HG01334,EUR,male,british
GBR,HG02215,EUR,female,british
GBR,HG00243,EUR,male,british
GBR,HG00244,EUR,male,british
GBR,HG00231,EUR,female,british
GBR,HG00232,EUR,female,british
GBR,HG00233,EUR,female,british
GBR,HG00234,EUR,male,british
GBR,HG00252,EUR,male,british
GBR,HG00253,EUR,female,british
GBR,HG00254,EUR,female,british
GBR,HG00255,EUR,female,british
GBR,HG00256,EUR,male,british
GBR,HG00240,EUR,female,british
GBR,HG00242,EUR,male,british
GBR,HG00250,EUR,female,british
GBR,HG00251,EUR,male,british
GBR,HG00245,EUR,female,british
GBR,HG00246,EUR,male,british
GBR,HG01790,EUR,female,british
GBR,HG01791,EUR,male,british
GBR,HG01789,EUR,male,british
GBR,HG00257,EUR,female,british
GIH,NA20845,SAS,male,gujarati
GIH,NA20846,SAS,male,gujarati
GIH,NA20847,SAS,female,gujarati
GIH,NA20849,SAS,female,gujarati
GIH,NA20850,SAS,male,gujarati
GIH,NA20851,SAS,female,gujarati
GIH,NA20852,SAS,male,gujarati
GIH,NA20853,SAS,female,gujarati
GIH,NA20854,SAS,female,gujarati
GIH,NA20856,SAS,female,gujarati
GIH,NA20858,SAS,male,gujarati
GIH,NA20859,SAS,female,gujarati
GIH,NA20861,SAS,male,gujarati
GIH,NA20862,SAS,female,gujarati
GIH,NA20863,SAS,male,gujarati
GIH,NA20864,SAS,male,gujarati
GIH,NA20866,SAS,male,gujarati
GIH,NA20867,SAS,male,gujarati
GIH,NA20868,SAS,female,gujarati
GIH,NA20869,SAS,female,gujarati
GIH,NA20870,SAS,male,gujarati
GIH,NA20872,SAS,female,gujarati
GIH,NA20874,SAS,female,gujarati
GIH,NA20875,SAS,female,gujarati
GIH,NA20876,SAS,female,gujarati
GIH,NA20877,SAS,female,gujarati
GIH,NA20878,SAS,female,gujarati
GIH,NA20881,SAS,female,gujarati
GIH,NA20882,SAS,female,gujarati
GIH,NA20884,SAS,male,gujarati
GIH,NA20885,SAS,male,gujarati
GIH,NA20886,SAS,female,gujarati
GIH,NA20887,SAS,male,gujarati
GIH,NA20888,SAS,female,gujarati
GIH,NA20889,SAS,male,gujarati
GIH,NA20890,SAS,male,gujarati
GIH,NA20891,SAS,male,gujarati
GIH,NA20892,SAS,female,gujarati
GIH,NA20894,SAS,female,gujarati
GIH,NA20895,SAS,male,gujarati
GIH,NA20896,SAS,female,gujarati
GIH,NA20897,SAS,male,gujarati
GIH,NA20899,SAS,female,gujarati
GIH,NA20900,SAS,female,gujarati
GIH,NA20901,SAS,male,gujarati
GIH,NA20902,SAS,female,gujarati
GIH,NA20903,SAS,male,gujarati
GIH,NA20904,SAS,male,gujarati
GIH,NA20905,SAS,male,gujarati
GIH,NA20906,SAS,female,gujarati
GIH,NA20908,SAS,female,gujarati
GIH,NA20910,SAS,female,gujarati
GIH,NA20911,SAS,male,gujarati
GIH,NA21086,SAS,female,gujarati
GIH,NA21087,SAS,male,gujarati
GIH,NA21088,SAS,female,gujarati
GIH,NA21089,SAS,female,gujarati
GIH,NA21090,SAS,male,gujarati
GIH,NA21091,SAS,male,gujarati
GIH,NA21092,SAS,male,gujarati
GIH,NA21093,SAS,male,gujarati
GIH,NA21094,SAS,male,gujarati
GIH,NA21095,SAS,male,gujarati
GIH,NA21097,SAS,female,gujarati
GIH,NA21098,SAS,male,gujarati
GIH,NA21099,SAS,male,gujarati
GIH,NA21100,SAS,male,gujarati
GIH,NA21101,SAS,female,gujarati
GIH,NA21102,SAS,female,gujarati
GIH,NA21103,SAS,female,gujarati
GIH,NA21104,SAS,male,gujarati
GIH,NA21105,SAS,male,gujarati
GIH,NA21106,SAS,female,gujarati
GIH,NA21107,SAS,male,gujarati
GIH,NA21108,SAS,female,gujarati
GIH,NA21109,SAS,male,gujarati
GIH,NA21110,SAS,female,gujarati
GIH,NA21111,SAS,male,gujarati
GIH,NA21112,SAS,male,gujarati
GIH,NA21113,SAS,male,gujarati
GIH,NA21114,SAS,male,gujarati
GIH,NA21115,SAS,male,gujarati
GIH,NA21116,SAS,male,gujarati
GIH,NA21117,SAS,male,gujarati
GIH,NA21118,SAS,male,gujarati
GIH,NA21119,SAS,male,gujarati
GIH,NA21120,SAS,female,gujarati
GIH,NA21122,SAS,female,gujarati
GIH,NA21123,SAS,male,gujarati
GIH,NA21124,SAS,male,gujarati
GIH,NA21125,SAS,female,gujarati
GIH,NA21126,SAS,male,gujarati
GIH,NA21127,SAS,male,gujarati
GIH,NA21128,SAS,male,gujarati
GIH,NA21129,SAS,male,gujarati
GIH,NA21130,SAS,male,gujarati
GIH,NA21133,SAS,male,gujarati
GIH,NA21135,SAS,male,gujarati
GIH,NA21137,SAS,female,gujarati
GIH,NA21141,SAS,female,gujarati
GIH,NA21142,SAS,female,gujarati
GIH,NA21143,SAS,female,gujarati
GIH,NA21144,SAS,female,gujarati
GWD,HG02464,AFR,male,gambian
GWD,HG02462,AFR,female,gambian
GWD,HG02613,AFR,male,gambian
GWD,HG02646,AFR,female,gambian
GWD,HG02570,AFR,male,gambian
GWD,HG02461,AFR,male,gambian
GWD,HG02568,AFR,female,gambian
GWD,HG02703,AFR,female,gambian
GWD,HG02772,AFR,female,gambian
GWD,HG02585,AFR,male,gambian
GWD,HG02702,AFR,male,gambian
GWD,HG02675,AFR,male,gambian
GWD,HG02562,AFR,female,gambian
GWD,HG02715,AFR,male,gambian
GWD,HG02634,AFR,male,gambian
GWD,HG02561,AFR,male,gambian
GWD,HG02611,AFR,female,gambian
GWD,HG02798,AFR,male,gambian
GWD,HG02571,AFR,female,gambian
GWD,HG02465,AFR,female,gambian
GWD,HG02805,AFR,female,gambian
GWD,HG02807,AFR,male,gambian
GWD,HG02799,AFR,female,gambian
GWD,HG02804,AFR,male,gambian
GWD,HG02721,AFR,male,gambian
GWD,HG02722,AFR,female,gambian
GWD,HG02756,AFR,male,gambian
GWD,HG02716,AFR,female,gambian
GWD,HG02583,AFR,female,gambian
GWD,HG02645,AFR,male,gambian
GWD,HG02820,AFR,female,gambian
GWD,HG02836,AFR,male,gambian
GWD,HG02837,AFR,female,gambian
GWD,HG02839,AFR,male,gambian
GWD,HG02840,AFR,female,gambian
GWD,HG02808,AFR,female,gambian
GWD,HG02757,AFR,female,gambian
GWD,HG02759,AFR,male,gambian
GWD,HG02573,AFR,male,gambian
GWD,HG02635,AFR,female,gambian
GWD,HG02642,AFR,male,gambian
GWD,HG02643,AFR,female,gambian
GWD,HG02582,AFR,male,gambian
GWD,HG02879,AFR,female,gambian
GWD,HG02881,AFR,male,gambian
GWD,HG02882,AFR,female,gambian
GWD,HG02884,AFR,male,gambian
GWD,HG02885,AFR,female,gambian
GWD,HG02851,AFR,male,gambian
GWD,HG02810,AFR,male,gambian
GWD,HG02811,AFR,female,gambian
GWD,HG02813,AFR,male,gambian
GWD,HG02574,AFR,female,gambian
GWD,HG02816,AFR,male,gambian
GWD,HG02817,AFR,female,gambian
GWD,HG02610,AFR,male,gambian
GWD,HG03246,AFR,male,gambian
GWD,HG03247,AFR,female,gambian
GWD,HG03258,AFR,male,gambian
GWD,HG03259,AFR,female,gambian
GWD,HG03539,AFR,female,gambian
GWD,HG02614,AFR,female,gambian
GWD,HG02852,AFR,female,gambian
GWD,HG02854,AFR,male,gambian
GWD,HG02855,AFR,female,gambian
GWD,HG02814,AFR,female,gambian
GWD,HG02763,AFR,female,gambian
GWD,HG02629,AFR,female,gambian
GWD,HG02819,AFR,male,gambian
GWD,HG02878,AFR,male,gambian
GWD,HG02666,AFR,male,gambian
GWD,HG02667,AFR,female,gambian
GWD,HG03024,AFR,male,gambian
GWD,HG02982,AFR,male,gambian
GWD,HG02983,AFR,female,gambian
GWD,HG02620,AFR,male,gambian
GWD,HG02621,AFR,female,gambian
GWD,HG02623,AFR,male,gambian
GWD,HG02760,AFR,female,gambian
GWD,HG02628,AFR,male,gambian
GWD,HG02861,AFR,female,gambian
GWD,HG02870,AFR,female,gambian
GWD,HG03240,AFR,male,gambian
GWD,HG03241,AFR,female,gambian
GWD,HG02768,AFR,male,gambian
GWD,HG02769,AFR,female,gambian
GWD,HG03025,AFR,female,gambian
GWD,HG03027,AFR,male,gambian
GWD,HG02860,AFR,male,gambian
GWD,HG03028,AFR,female,gambian
GWD,HG03039,AFR,male,gambian
GWD,HG02624,AFR,female,gambian
GWD,HG02896,AFR,female,gambian
GWD,HG03048,AFR,male,gambian
GWD,HG02895,AFR,male,gambian
GWD,HG03049,AFR,female,gambian
GWD,HG02887,AFR,male,gambian
GWD,HG02890,AFR,male,gambian
GWD,HG02891,AFR,female,gambian
GWD,HG03538,AFR,male,gambian
GWD,HG03046,AFR,female,gambian
GWD,HG02595,AFR,female,gambian
GWD,HG02888,AFR,female,gambian
GWD,HG02676,AFR,female,gambian
GWD,HG02771,AFR,male,gambian
GWD,HG02589,AFR,female,gambian
GWD,HG02594,AFR,male,gambian
GWD,HG03045,AFR,male,gambian
GWD,HG02588,AFR,male,gambian
GWD,HG02586,AFR,female,gambian
GWD,HG03040,AFR,female,gambian
GWD,HG02679,AFR,female,gambian
GWD,HG02678,AFR,male,gambian
IBS,HG01678,EUR,male,spanish
IBS,HG01525,EUR,female,spanish
IBS,HG01783,EUR,male,spanish
IBS,HG01527,EUR,male,spanish
IBS,HG01676,EUR,female,spanish
IBS,HG01530,EUR,male,spanish
IBS,HG01784,EUR,female,spanish
IBS,HG01528,EUR,female,spanish
IBS,HG01675,EUR,male,spanish
IBS,HG01673,EUR,female,spanish
IBS,HG01531,EUR,female,spanish
IBS,HG01785,EUR,male,spanish
IBS,HG01786,EUR,female,spanish
IBS,HG01766,EUR,female,spanish
IBS,HG01761,EUR,male,spanish
IBS,HG01762,EUR,female,spanish
IBS,HG01765,EUR,male,spanish
IBS,HG01537,EUR,female,spanish
IBS,HG01767,EUR,male,spanish
IBS,HG01768,EUR,female,spanish
IBS,HG01536,EUR,male,spanish
IBS,HG01779,EUR,female,spanish
IBS,HG01672,EUR,male,spanish
IBS,HG01669,EUR,male,spanish
IBS,HG01670,EUR,female,spanish
IBS,HG01503,EUR,male,spanish
IBS,HG01504,EUR,female,spanish
IBS,HG01506,EUR,male,spanish
IBS,HG01679,EUR,female,spanish
IBS,HG01770,EUR,female,spanish
IBS,HG01771,EUR,male,spanish
IBS,HG01773,EUR,female,spanish
IBS,HG01775,EUR,male,spanish
IBS,HG01776,EUR,female,spanish
IBS,HG01777,EUR,male,spanish
IBS,HG01668,EUR,female,spanish
IBS,HG01500,EUR,male,spanish
IBS,HG01501,EUR,female,spanish
IBS,HG01522,EUR,female,spanish
IBS,HG01524,EUR,male,spanish
IBS,HG01620,EUR,female,spanish
IBS,HG01507,EUR,female,spanish
IBS,HG01509,EUR,male,spanish
IBS,HG01510,EUR,female,spanish
IBS,HG01512,EUR,male,spanish
IBS,HG01513,EUR,female,spanish
IBS,HG01515,EUR,male,spanish
IBS,HG01516,EUR,female,spanish
IBS,HG01518,EUR,male,spanish
IBS,HG01519,EUR,female,spanish
IBS,HG01521,EUR,male,spanish
IBS,HG01781,EUR,male,spanish
IBS,HG01699,EUR,male,spanish
IBS,HG01700,EUR,male,spanish
IBS,HG01623,EUR,female,spanish
IBS,HG01624,EUR,male,spanish
IBS,HG01625,EUR,male,spanish
IBS,HG01626,EUR,female,spanish
IBS,HG01628,EUR,female,spanish
IBS,HG01630,EUR,male,spanish
IBS,HG01631,EUR,male,spanish
IBS,HG01632,EUR,female,spanish
IBS,HG02238,EUR,male,spanish
IBS,HG02239,EUR,female,spanish
IBS,HG01697,EUR,female,spanish
IBS,HG01618,EUR,female,spanish
IBS,HG01619,EUR,male,spanish
IBS,HG01602,EUR,female,spanish
IBS,HG01603,EUR,male,spanish
IBS,HG01605,EUR,female,spanish
IBS,HG01680,EUR,male,spanish
IBS,HG01682,EUR,male,spanish
IBS,HG01684,EUR,female,spanish
IBS,HG01685,EUR,female,spanish
IBS,HG01686,EUR,male,spanish
IBS,HG01694,EUR,male,spanish
IBS,HG01695,EUR,female,spanish
IBS,HG01617,EUR,male,spanish
IBS,HG01757,EUR,female,spanish
IBS,HG02219,EUR,male,spanish
IBS,HG02221,EUR,male,spanish
IBS,HG02223,EUR,female,spanish
IBS,HG02224,EUR,male,spanish
IBS,HG01606,EUR,male,spanish
IBS,HG01607,EUR,female,spanish
IBS,HG01608,EUR,male,spanish
IBS,HG01610,EUR,male,spanish
IBS,HG01612,EUR,female,spanish
IBS,HG01613,EUR,female,spanish
IBS,HG01615,EUR,male,spanish
IBS,HG01756,EUR,male,spanish
IBS,HG01704,EUR,female,spanish
IBS,HG02230,EUR,female,spanish
IBS,HG02220,EUR,female,spanish
IBS,HG01702,EUR,female,spanish
IBS,HG02233,EUR,male,spanish
IBS,HG02235,EUR,female,spanish
IBS,HG02231,EUR,male,spanish
IBS,HG02232,EUR,female,spanish
IBS,HG01708,EUR,male,spanish
IBS,HG01709,EUR,male,spanish
IBS,HG02236,EUR,male,spanish
IBS,HG01747,EUR,male,spanish
IBS,HG01705,EUR,male,spanish
IBS,HG01707,EUR,female,spanish
IBS,HG01710,EUR,female,spanish
IBS,HG01746,EUR,female,spanish
ITU,HG03788,SAS,male,indian
ITU,HG03789,SAS,female,indian
ITU,HG03790,SAS,male,indian
ITU,HG03781,SAS,female,indian
ITU,HG03782,SAS,female,indian
ITU,HG03717,SAS,female,indian
ITU,HG03729,SAS,male,indian
ITU,HG03787,SAS,female,indian
ITU,HG03722,SAS,female,indian
ITU,HG03727,SAS,male,indian
ITU,HG03777,SAS,male,indian
ITU,HG03792,SAS,male,indian
ITU,HG03713,SAS,male,indian
ITU,HG03714,SAS,female,indian
ITU,HG03716,SAS,male,indian
ITU,HG04002,SAS,male,indian
ITU,HG03771,SAS,male,indian
ITU,HG03977,SAS,female,indian
ITU,HG03978,SAS,male,indian
ITU,HG03772,SAS,female,indian
ITU,HG03730,SAS,female,indian
ITU,HG03731,SAS,female,indian
ITU,HG04019,SAS,male,indian
ITU,HG04020,SAS,male,indian
ITU,HG04022,SAS,male,indian
ITU,HG04023,SAS,male,indian
ITU,HG04025,SAS,female,indian
ITU,HG04026,SAS,female,indian
ITU,HG03742,SAS,male,indian
ITU,HG03786,SAS,male,indian
ITU,HG03785,SAS,male,indian
ITU,HG04014,SAS,female,indian
ITU,HG04015,SAS,male,indian
ITU,HG03773,SAS,male,indian
ITU,HG03774,SAS,female,indian
ITU,HG03963,SAS,male,indian
ITU,HG03965,SAS,male,indian
ITU,HG03967,SAS,male,indian
ITU,HG03968,SAS,female,indian
ITU,HG03969,SAS,male,indian
ITU,HG03971,SAS,male,indian
ITU,HG03973,SAS,female,indian
ITU,HG03974,SAS,male,indian
ITU,HG03770,SAS,female,indian
ITU,HG04076,SAS,female,indian
ITU,HG04080,SAS,male,indian
ITU,HG04017,SAS,male,indian
ITU,HG04018,SAS,female,indian
ITU,HG04094,SAS,male,indian
ITU,HG03775,SAS,male,indian
ITU,HG04098,SAS,male,indian
ITU,HG03778,SAS,male,indian
ITU,HG03779,SAS,male,indian
ITU,HG03780,SAS,female,indian
ITU,HG04001,SAS,female,indian
ITU,HG04118,SAS,female,indian
ITU,HG03784,SAS,female,indian
ITU,HG03861,SAS,female,indian
ITU,HG03862,SAS,female,indian
ITU,HG04090,SAS,female,indian
ITU,HG04093,SAS,male,indian
ITU,HG03866,SAS,male,indian
ITU,HG03867,SAS,male,indian
ITU,HG03868,SAS,female,indian
ITU,HG03869,SAS,male,indian
ITU,HG03870,SAS,male,indian
ITU,HG03871,SAS,male,indian
ITU,HG03872,SAS,male,indian
ITU,HG03873,SAS,female,indian
ITU,HG03874,SAS,female,indian
ITU,HG03875,SAS,male,indian
ITU,HG03882,SAS,female,indian
ITU,HG03863,SAS,female,indian
ITU,HG03864,SAS,male,indian
ITU,HG03960,SAS,male,indian
ITU,HG04054,SAS,female,indian
ITU,HG04056,SAS,male,indian
ITU,HG04059,SAS,female,indian
ITU,HG04060,SAS,male,indian
ITU,HG04061,SAS,male,indian
ITU,HG04062,SAS,female,indian
ITU,HG04063,SAS,female,indian
ITU,HG04070,SAS,female,indian
ITU,HG03976,SAS,male,indian
ITU,HG04198,SAS,male,indian
ITU,HG04200,SAS,female,indian
ITU,HG04202,SAS,female,indian
ITU,HG04206,SAS,male,indian
ITU,HG04209,SAS,female,indian
ITU,HG04096,SAS,male,indian
ITU,HG04211,SAS,male,indian
ITU,HG04212,SAS,female,indian
ITU,HG04214,SAS,female,indian
ITU,HG04216,SAS,female,indian
ITU,HG04219,SAS,male,indian
ITU,HG04222,SAS,male,indian
ITU,HG04225,SAS,male,indian
ITU,HG03718,SAS,male,indian
ITU,HG03720,SAS,male,indian
ITU,HG04235,SAS,male,indian
ITU,HG04238,SAS,male,indian
ITU,HG04239,SAS,male,indian
JPT,NA18939,EAS,female,japanese
JPT,NA19003,EAS,female,japanese
JPT,NA19004,EAS,male,japanese
JPT,NA19005,EAS,male,japanese
JPT,NA19006,EAS,male,japanese
JPT,NA19007,EAS,male,japanese
JPT,NA19009,EAS,male,japanese
JPT,NA19010,EAS,female,japanese
JPT,NA19011,EAS,female,japanese
JPT,NA19012,EAS,male,japanese
JPT,NA19080,EAS,female,japanese
JPT,NA19081,EAS,female,japanese
JPT,NA19082,EAS,male,japanese
JPT,NA19083,EAS,male,japanese
JPT,NA19084,EAS,female,japanese
JPT,NA19085,EAS,male,japanese
JPT,NA19086,EAS,male,japanese
JPT,NA19087,EAS,female,japanese
JPT,NA19088,EAS,male,japanese
JPT,NA19089,EAS,male,japanese
JPT,NA19090,EAS,female,japanese
JPT,NA19091,EAS,male,japanese
JPT,NA18940,EAS,male,japanese
JPT,NA18941,EAS,female,japanese
JPT,NA18942,EAS,female,japanese
JPT,NA18943,EAS,male,japanese
JPT,NA18944,EAS,male,japanese
JPT,NA18945,EAS,male,japanese
JPT,NA19054,EAS,female,japanese
JPT,NA19055,EAS,male,japanese
JPT,NA19056,EAS,male,japanese
JPT,NA19057,EAS,female,japanese
JPT,NA19058,EAS,male,japanese
JPT,NA19059,EAS,female,japanese
JPT,NA19060,EAS,male,japanese
JPT,NA19062,EAS,male,japanese
JPT,NA19063,EAS,male,japanese
JPT,NA19064,EAS,female,japanese
JPT,NA19065,EAS,female,japanese
JPT,NA19066,EAS,male,japanese
JPT,NA19067,EAS,male,japanese
JPT,NA19068,EAS,male,japanese
JPT,NA19070,EAS,male,japanese
JPT,NA19072,EAS,male,japanese
JPT,NA19074,EAS,female,japanese
JPT,NA19075,EAS,male,japanese
JPT,NA19076,EAS,male,japanese
JPT,NA19077,EAS,female,japanese
JPT,NA19078,EAS,female,japanese
JPT,NA19079,EAS,male,japanese
JPT,NA18970,EAS,male,japanese
JPT,NA18971,EAS,male,japanese
JPT,NA18972,EAS,female,japanese
JPT,NA18973,EAS,female,japanese
JPT,NA18974,EAS,male,japanese
JPT,NA18975,EAS,female,japanese
JPT,NA18976,EAS,female,japanese
JPT,NA18977,EAS,male,japanese
JPT,NA18978,EAS,female,japanese
JPT,NA18979,EAS,female,japanese
JPT,NA18980,EAS,female,japanese
JPT,NA18981,EAS,female,japanese
JPT,NA18982,EAS,male,japanese
JPT,NA18983,EAS,male,japanese
JPT,NA18984,EAS,male,japanese
JPT,NA18985,EAS,male,japanese
JPT,NA18986,EAS,male,japanese
JPT,NA18987,EAS,female,japanese
JPT,NA18946,EAS,female,japanese
JPT,NA18947,EAS,female,japanese
JPT,NA18948,EAS,male,japanese
JPT,NA18949,EAS,female,japanese
JPT,NA18950,EAS,female,japanese
JPT,NA18951,EAS,female,japanese
JPT,NA18952,EAS,male,japanese
JPT,NA18953,EAS,male,japanese
JPT,NA18954,EAS,female,japanese
JPT,NA18956,EAS,female,japanese
JPT,NA18957,EAS,female,japanese
JPT,NA18959,EAS,male,japanese
JPT,NA18960,EAS,male,japanese
JPT,NA18961,EAS,male,japanese
